Province,Etablissement,Specialité,Nombre,territoire_id
Tanger Assilah,Centre d'oncologie,Technicien,1,2
Tanger Assilah,Espace Santé Jeunes Said noussairi,Adjoint technique,1,2
Tetouan,Sidi Talha,Adjoint technique,1,4
Tetouan,Tetouan (Hôpital),Ingénieur,1,4
Tetouan,Hôpital.Civil,Adjoint technique,18,4
Tetouan,Hôpital.Civil,Aide soignant,23,4
Tetouan,Hôpital.Civil,Technicien ambulancier,3,4
Tetouan,Hôpital.Civil,Ingénieur,4,4
Tetouan,Hôpital.Civil,Technicien,17,4
Tetouan,Ben Karrich,Adjoint technique,5,4
Tetouan,Ben Karrich,Aide soignant,7,4
Tetouan,Ben Karrich,Technicien ambulancier,1,4
Tetouan,Ben Karrich,Technicien,2,4
Tetouan,Errazi,Adjoint technique,4,4
Tetouan,Errazi,Aide soignant,1,4
Tetouan,Errazi,Technicien ambulancier,1,4
Tetouan,Errazi,Technicien,2,4
Tetouan,Tetouan-Hôp. Civil,Aide soignant,2,4
Tetouan,CIRAR (Hôpital Régional),Adjoint technique,1,4
Tanger Assilah,Beni Makada (CMP),Technicien,4,2
Tanger Assilah,Beni Makada (CMP),Aide soignant,12,2
Tanger Assilah,Beni Makada (CMP),Adjoint technique,2,2
Mdiq-Fnideq,Martil,Technicien ambulancier,3,3
Mdiq-Fnideq,Martil,Technicien,1,3
Mdiq-Fnideq,Martil,Aide soignant,8,3
Mdiq-Fnideq,Martil,Adjoint technique,2,3
Tanger Assilah,Hôpital des spécialité Mohamed VI,Ingénieur,1,2
Tanger Assilah,Hôpital des spécialité Mohamed VI,Technicien,15,2
Tanger Assilah,Hôpital mère enfant Mohamed VI,Ingénieur,1,2
Tanger Assilah,Hôpital mère enfant Mohamed VI,Technicien,2,2
Tanger Assilah,Hôpital psychiatrique Mohamed VI,Technicien,1,2
Al Hoceima,Mohammed VI,Adjoint technique,5,7
Al Hoceima,Mohammed VI,Aide soignant,32,7
Al Hoceima,Mohammed VI,Ingénieur,2,7
Al Hoceima,Mohammed VI,Technicien ambulancier,7,7
Al Hoceima,Mohammed VI,Technicien,12,7
Al Hoceima,Mohammed VI,Autres,2,7
